genes	Symbol	Entrezid	Genename
ENSMUSG00000060512	0610040J01Rik	76261	RIKEN cDNA 0610040J01 gene
ENSMUSG00000060519	Tor3a	30935	torsin family 3, member A
ENSMUSG00000060534	Dcc	13176	deleted in colorectal carcinoma
ENSMUSG00000060538	Tmem219	68742	transmembrane protein 219
ENSMUSG00000060548	Tnfrsf19	29820	tumor necrosis factor receptor superfamily, member 19
ENSMUSG00000060550	H2-Q7	15018	histocompatibility 2, Q region locus 7
ENSMUSG00000060568	Fam78b	226610	family with sequence similarity 78, member B
ENSMUSG00000060572	Mfap2	17150	microfibrillar-associated protein 2
ENSMUSG00000060579	Fhit	14198	fragile histidine triad gene
ENSMUSG00000060586	H2-Eb1	14969	histocompatibility 2, class II antigen E beta
ENSMUSG00000060591	Ifitm2	80876	interferon induced transmembrane protein 2
ENSMUSG00000060594	Layn	244864	layilin
ENSMUSG00000060600	Eno3	13808	enolase 3, beta muscle
ENSMUSG00000060601	Nr1h2	22260	nuclear receptor subfamily 1, group H, member 2
ENSMUSG00000060636	Rpl35a	57808	ribosomal protein L35A
ENSMUSG00000060639	Hist1h4i	319158	histone cluster 1, H4i
ENSMUSG00000060657	Marf1	223989	meiosis arrest female 1
ENSMUSG00000060671	Atp8b2	54667	ATPase, class I, type 8B, member 2
ENSMUSG00000060675	Pla2g16	225845	phospholipase A2, group XVI
ENSMUSG00000060679	Mrps9	69527	mitochondrial ribosomal protein S9
ENSMUSG00000060681	Slc9a6	236794	solute carrier family 9 (sodium/hydrogen exchanger), member 6
ENSMUSG00000060703	Cd302	66205	CD302 antigen
ENSMUSG00000060708	Bloc1s4	117197	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino
ENSMUSG00000060716	Plekhh1	211945	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1
ENSMUSG00000060733	Ipmk	69718	inositol polyphosphate multikinase
ENSMUSG00000060735	Rxfp3	239336	relaxin family peptide receptor 3
ENSMUSG00000060739	Nsa2	59050	NSA2 ribosome biogenesis homolog
ENSMUSG00000060743	H3f3a	15078	H3 histone, family 3A
ENSMUSG00000060771	Tsga10	211484	testis specific 10
ENSMUSG00000060780	Lrrtm1	74342	leucine rich repeat transmembrane neuronal 1
ENSMUSG00000060791	Gmfg	63986	glia maturation factor, gamma
ENSMUSG00000060798	Intu	380614	inturned planar cell polarity protein
ENSMUSG00000060802	B2m	12010	beta-2 microglobulin
ENSMUSG00000060803	Gstp1	14870	glutathione S-transferase, pi 1
ENSMUSG00000060843	Ctnna3	216033	catenin (cadherin associated protein), alpha 3
ENSMUSG00000060860	Ube2s	77891	ubiquitin-conjugating enzyme E2S
ENSMUSG00000060862	Zbtb40	230848	zinc finger and BTB domain containing 40
ENSMUSG00000060882	Kcnd2	16508	potassium voltage-gated channel, Shal-related family, member 2
ENSMUSG00000060890	Arr3	170735	arrestin 3, retinal
ENSMUSG00000060904	Arl1	104303	ADP-ribosylation factor-like 1
ENSMUSG00000060923	Acyp2	75572	acylphosphatase 2, muscle type
ENSMUSG00000060924	Csmd1	94109	CUB and Sushi multiple domains 1
ENSMUSG00000060935	Tmem263	103266	transmembrane protein 263
ENSMUSG00000060938	Rpl26	19941	ribosomal protein L26
ENSMUSG00000060950	Trmt61a	328162	tRNA methyltransferase 61A
ENSMUSG00000060961	Slc4a4	54403	solute carrier family 4 (anion exchanger), member 4
ENSMUSG00000060962	Dmkn	73712	dermokine
ENSMUSG00000060981	Hist1h4h	69386	histone cluster 1, H4h
ENSMUSG00000060985	Tdrd5	214575	tudor domain containing 5
ENSMUSG00000060988	Galnt13	271786	polypeptide N-acetylgalactosaminyltransferase 13
ENSMUSG00000060992	Copz1	56447	coatomer protein complex, subunit zeta 1
ENSMUSG00000061013	Mkx	210719	mohawk homeobox
ENSMUSG00000061024	Rrs1	59014	ribosome biogenesis regulator 1
ENSMUSG00000061028	Clasrp	53609	CLK4-associating serine/arginine rich protein
ENSMUSG00000061032	Rrp1	18114	ribosomal RNA processing 1 homolog (S. cerevisiae)
ENSMUSG00000061046	Haghl	68977	hydroxyacylglutathione hydrolase-like
ENSMUSG00000061048	Cdh3	12560	cadherin 3
ENSMUSG00000061079	Zfp143	20841	zinc finger protein 143
ENSMUSG00000061080	Lsamp	268890	limbic system-associated membrane protein
ENSMUSG00000061086	Myl4	17896	myosin, light polypeptide 4
ENSMUSG00000061104	Sap18b	100041953	Sin3-associated polypeptide 18B
ENSMUSG00000061111	Mcrip1	192173	MAPK regulated corepressor interacting protein 1
ENSMUSG00000061118	Dnajc30	66114	DnaJ heat shock protein family (Hsp40) member C30
ENSMUSG00000061119	Prcp	72461	prolylcarboxypeptidase (angiotensinase C)
ENSMUSG00000061130	Ppm1b	19043	protein phosphatase 1B, magnesium dependent, beta isoform
ENSMUSG00000061132	Blnk	17060	B cell linker
ENSMUSG00000061136	Prpf40a	56194	pre-mRNA processing factor 40A
ENSMUSG00000061143	Maml3	433586	mastermind like transcriptional coactivator 3
ENSMUSG00000061171	Slc38a11	320106	solute carrier family 38, member 11
ENSMUSG00000061175	Fnip2	329679	folliculin interacting protein 2
ENSMUSG00000061186	Sfmbt2	353282	Scm-like with four mbt domains 2
ENSMUSG00000061207	Stk19	54402	serine/threonine kinase 19
ENSMUSG00000061232	H2-K1	14972	histocompatibility 2, K1, K region
ENSMUSG00000061244	Exoc5	105504	exocyst complex component 5
ENSMUSG00000061273	Mmgt1	236792	membrane magnesium transporter 1
ENSMUSG00000061286	Exosc5	27998	exosome component 5
ENSMUSG00000061288	Taok3	330177	TAO kinase 3
ENSMUSG00000061298	Agbl4	78933	ATP/GTP binding protein-like 4
ENSMUSG00000061306	Slc38a10	72055	solute carrier family 38, member 10
ENSMUSG00000061313	Ddhd2	72108	DDHD domain containing 2
ENSMUSG00000061315	Naca	17938	nascent polypeptide-associated complex alpha polypeptide
ENSMUSG00000061322	Dnaic1	68922	dynein, axonemal, intermediate chain 1
ENSMUSG00000061353	Cxcl12	20315	chemokine (C-X-C motif) ligand 12
ENSMUSG00000061360	Phf5a	68479	PHD finger protein 5A
ENSMUSG00000061371	Zfp873	408062	zinc finger protein 873
ENSMUSG00000061374	Fiz1	23877	Flt3 interacting zinc finger protein 1
ENSMUSG00000061393	Acvr2b	11481	activin receptor IIB
ENSMUSG00000061410	Zcchc14	142682	zinc finger, CCHC domain containing 14
ENSMUSG00000061411	Nol4l	329540	nucleolar protein 4-like
ENSMUSG00000061436	Hipk2	15258	homeodomain interacting protein kinase 2
ENSMUSG00000061451	Tmem151a	381199	transmembrane protein 151A
ENSMUSG00000061455	Stx17	67727	syntaxin 17
ENSMUSG00000061458	Nol10	217431	nucleolar protein 10
ENSMUSG00000061461	Smim20	66278	small integral membrane protein 20
ENSMUSG00000061462	Obscn	380698	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
ENSMUSG00000061474	Mrps36	66128	mitochondrial ribosomal protein S36
ENSMUSG00000061477	Rps7	20115	ribosomal protein S7
ENSMUSG00000061479	Snrpa	53607	small nuclear ribonucleoprotein polypeptide A
ENSMUSG00000061517	Sox21	223227	SRY (sex determining region Y)-box 21
ENSMUSG00000061518	Cox5b	12859	cytochrome c oxidase subunit Vb
ENSMUSG00000061524	Zic2	22772	zinc finger protein of the cerebellum 2
ENSMUSG00000061527	Krt5	110308	keratin 5
ENSMUSG00000061533	Cep128	75216	centrosomal protein 128
ENSMUSG00000061535	C1qtnf7	109323	C1q and tumor necrosis factor related protein 7
ENSMUSG00000061536	Sec22c	215474	SEC22 homolog C, vesicle trafficking protein
ENSMUSG00000061544	Zfp229	381067	zinc finger protein 229
ENSMUSG00000061559	Wdr61	66317	WD repeat domain 61
ENSMUSG00000061576	Dpp6	13483	dipeptidylpeptidase 6
ENSMUSG00000061578	Ksr2	333050	kinase suppressor of ras 2
ENSMUSG00000061589	Dot1l	208266	DOT1-like, histone H3 methyltransferase (S. cerevisiae)
ENSMUSG00000061601	Pclo	26875	piccolo (presynaptic cytomatrix protein)
ENSMUSG00000061603	Akap6	238161	A kinase (PRKA) anchor protein 6
ENSMUSG00000061607	Mdc1	240087	mediator of DNA damage checkpoint 1
ENSMUSG00000061613	U2af1	108121	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1
ENSMUSG00000061650	Med9	192191	mediator complex subunit 9
ENSMUSG00000061665	Cd2ap	12488	CD2-associated protein
ENSMUSG00000061666	Gdpd1	66569	glycerophosphodiester phosphodiesterase domain containing 1
ENSMUSG00000061689	Dlgap4	228836	DLG associated protein 4
ENSMUSG00000061702	Tmem91	320208	transmembrane protein 91
ENSMUSG00000061718	Ppp1r1b	19049	protein phosphatase 1, regulatory (inhibitor) subunit 1B
ENSMUSG00000061731	Ext1	14042	exostoses (multiple) 1
ENSMUSG00000061740	Cyp2d22	56448	cytochrome P450, family 2, subfamily d, polypeptide 22
ENSMUSG00000061751	Kalrn	545156	kalirin, RhoGEF kinase
ENSMUSG00000061755	Bod1l	665775	biorientation of chromosomes in cell division 1-like
ENSMUSG00000061758	Akr1b10	67861	aldo-keto reductase family 1, member B10 (aldose reductase)
ENSMUSG00000061759	Armt1	73419	acidic residue methyltransferase 1
ENSMUSG00000061762	Tac1	21333	tachykinin 1
ENSMUSG00000061778	Mospd2	76763	motile sperm domain containing 2
ENSMUSG00000061787	Rps17	20068	ribosomal protein S17
ENSMUSG00000061802	Armc4	74934	armadillo repeat containing 4
ENSMUSG00000061808	Ttr	22139	transthyretin
ENSMUSG00000061838	Suclg2	20917	succinate-Coenzyme A ligase, GDP-forming, beta subunit
ENSMUSG00000061859	Patj	12695	PATJ, crumbs cell polarity complex component
ENSMUSG00000061878	Sphk1	20698	sphingosine kinase 1
ENSMUSG00000061882	Ccdc62	208908	coiled-coil domain containing 62
ENSMUSG00000061887	Ssbp3	72475	single-stranded DNA binding protein 3
ENSMUSG00000061894	Zscan20	269585	zinc finger and SCAN domains 20
ENSMUSG00000061898	Rbak	57782	RB-associated KRAB zinc finger
ENSMUSG00000061904	Slc25a3	18674	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3
ENSMUSG00000061911	Myt1l	17933	myelin transcription factor 1-like
ENSMUSG00000061950	Ppp4r1	70351	protein phosphatase 4, regulatory subunit 1
ENSMUSG00000061979	Rcc1l	94254	reculator of chromosome condensation 1 like
ENSMUSG00000061981	Flot2	14252	flotillin 2
ENSMUSG00000061983	Rps12	20042	ribosomal protein S12
ENSMUSG00000062006	Rpl34	68436	ribosomal protein L34
ENSMUSG00000062012	Zfp13	22654	zinc finger protein 13
ENSMUSG00000062014	Gmfb	63985	glia maturation factor, beta
ENSMUSG00000062031	Pgghg	212974	protein glucosylgalactosylhydroxylysine glucosidase
ENSMUSG00000062040	Zfp27	22689	zinc finger protein 27
ENSMUSG00000062044	Lmtk3	381983	lemur tyrosine kinase 3
ENSMUSG00000062054	Iah1	67732	isoamyl acetate-hydrolyzing esterase 1 homolog
ENSMUSG00000062070	Pgk1	18655	phosphoglycerate kinase 1
ENSMUSG00000062075	Lmnb2	16907	lamin B2
ENSMUSG00000062078	Qk	19317	quaking
ENSMUSG00000062098	Btbd3	228662	BTB (POZ) domain containing 3
ENSMUSG00000062101	Zfp119b	240120	zinc finger protein 119b
ENSMUSG00000062110	Scfd2	212986	Sec1 family domain containing 2
ENSMUSG00000062115	Rai1	19377	retinoic acid induced 1
ENSMUSG00000062116	Zfp954	232853	zinc finger protein 954
ENSMUSG00000062127	Cttnbp2nl	80281	CTTNBP2 N-terminal like
ENSMUSG00000062151	Unc13c	208898	unc-13 homolog C (C. elegans)
ENSMUSG00000062169	Cnih4	98417	cornichon family AMPA receptor auxiliary protein 4
ENSMUSG00000062175	Tgif2	228839	TGFB-induced factor homeobox 2
ENSMUSG00000062184	Hs6st2	50786	heparan sulfate 6-O-sulfotransferase 2
ENSMUSG00000062190	Lancl2	71835	LanC (bacterial lantibiotic synthetase component C)-like 2
ENSMUSG00000062198	2700097O09Rik	72658	RIKEN cDNA 2700097O09 gene
ENSMUSG00000062202	Btbd9	224671	BTB (POZ) domain containing 9
ENSMUSG00000062203	Gspt1	14852	G1 to S phase transition 1
ENSMUSG00000062209	Erbb4	13869	erb-b2 receptor tyrosine kinase 4
ENSMUSG00000062210	Tnfaip8	106869	tumor necrosis factor, alpha-induced protein 8
ENSMUSG00000062232	Rapgef2	76089	Rap guanine nucleotide exchange factor (GEF) 2
ENSMUSG00000062234	Gak	231580	cyclin G associated kinase
ENSMUSG00000062252	Lhfpl5	328789	lipoma HMGIC fusion partner-like 5
ENSMUSG00000062257	Opcml	330908	opioid binding protein/cell adhesion molecule-like
ENSMUSG00000062270	Morf4l1	21761	mortality factor 4 like 1
ENSMUSG00000062296	Trank1	320429	tetratricopeptide repeat and ankyrin repeat containing 1
ENSMUSG00000062300	Nectin2	19294	nectin cell adhesion molecule 2
ENSMUSG00000062309	Rpp25	102614	ribonuclease P/MRP 25 subunit
ENSMUSG00000062312	Erbb2	13866	erb-b2 receptor tyrosine kinase 2
ENSMUSG00000062328	Rpl17	319195	ribosomal protein L17
ENSMUSG00000062352	Itgb1bp1	16413	integrin beta 1 binding protein 1
ENSMUSG00000062372	Otof	83762	otoferlin
ENSMUSG00000062373	Tmem65	74868	transmembrane protein 65
ENSMUSG00000062376	Borcs7	66439	BLOC-1 related complex subunit 7
ENSMUSG00000062380	Tubb3	22152	tubulin, beta 3 class III
ENSMUSG00000062393	Dgkk	331374	diacylglycerol kinase kappa
ENSMUSG00000062397	Zfp706	68036	zinc finger protein 706
ENSMUSG00000062421	Arf2	11841	ADP-ribosylation factor 2
ENSMUSG00000062444	Ap3b2	11775	adaptor-related protein complex 3, beta 2 subunit
ENSMUSG00000062470	Fbxl12os	66662	F-box and leucine-rich repeat protein 12, opposite strand
ENSMUSG00000062480	Acat3	224530	acetyl-Coenzyme A acetyltransferase 3
ENSMUSG00000062488	Ifit3b	667370	interferon-induced protein with tetratricopeptide repeats 3B
ENSMUSG00000062510	Nsl1	381318	NSL1, MIS12 kinetochore complex component
ENSMUSG00000062511	4930512M02Rik	102631730	RIKEN cDNA 4930512M02 gene
ENSMUSG00000062519	Zfp398	272347	zinc finger protein 398
ENSMUSG00000062526	Mppe1	225651	metallophosphoesterase 1
ENSMUSG00000062542	Syt9	60510	synaptotagmin IX
ENSMUSG00000062563	Cys1	12879	cystin 1
ENSMUSG00000062580	Timm17a	21854	translocase of inner mitochondrial membrane 17a
ENSMUSG00000062590	Armc9	78795	armadillo repeat containing 9
ENSMUSG00000062591	Tubb4a	22153	tubulin, beta 4A class IVA
ENSMUSG00000062604	Srpk2	20817	serine/arginine-rich protein specific kinase 2
ENSMUSG00000062619	2310039H08Rik	67101	RIKEN cDNA 2310039H08 gene
ENSMUSG00000062627	Mysm1	320713	myb-like, SWIRM and MPN domains 1
ENSMUSG00000062646	Ganc	76051	glucosidase, alpha; neutral C
ENSMUSG00000062647	Rpl7a	27176	ribosomal protein L7A
ENSMUSG00000062661	Ncs1	14299	neuronal calcium sensor 1
ENSMUSG00000062691	Cebpzos	68554	CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand
ENSMUSG00000062729	Ppox	19044	protoporphyrinogen oxidase
ENSMUSG00000062743	Zfp677	210503	zinc finger protein 677
ENSMUSG00000062753	AI413582	106672	expressed sequence AI413582
ENSMUSG00000062760	1810041L15Rik	72301	RIKEN cDNA 1810041L15 gene
ENSMUSG00000062761	Zfp512	269639	zinc finger protein 512
ENSMUSG00000062762	Ei24	13663	etoposide induced 2.4 mRNA
ENSMUSG00000062778	Chia1	81600	chitinase, acidic 1
ENSMUSG00000062785	Kcnc3	16504	potassium voltage gated channel, Shaw-related subfamily, member 3
ENSMUSG00000062794	Zfp599	235048	zinc finger protein 599
ENSMUSG00000062797	Hikeshi	67669	heat shock protein nuclear import factor
ENSMUSG00000062822	4833420G17Rik	67392	RIKEN cDNA 4833420G17 gene
ENSMUSG00000062825	Actg1	11465	actin, gamma, cytoplasmic 1
ENSMUSG00000062859	Tcp11	21463	t-complex protein 11
ENSMUSG00000062861	Zfp28	22690	zinc finger protein 28
ENSMUSG00000062866	Phactr2	215789	phosphatase and actin regulator 2
ENSMUSG00000062867	Impdh2	23918	inosine monophosphate dehydrogenase 2
ENSMUSG00000062901	Klhl24	75785	kelch-like 24
ENSMUSG00000062906	Hdac10	170787	histone deacetylase 10
ENSMUSG00000062908	Acadm	11364	acyl-Coenzyme A dehydrogenase, medium chain
ENSMUSG00000062929	Cfl2	12632	cofilin 2, muscle
ENSMUSG00000062931	Zfp938	237411	zinc finger protein 938
ENSMUSG00000062937	Mtap	66902	methylthioadenosine phosphorylase
ENSMUSG00000062944	9130023H24Rik	100043133	RIKEN cDNA 9130023H24 gene
ENSMUSG00000062949	Atp11c	320940	ATPase, class VI, type 11C
ENSMUSG00000062960	Kdr	16542	kinase insert domain protein receptor
ENSMUSG00000062961	Ccdc177	380768	coiled-coil domain containing 177
ENSMUSG00000062963	Ufc1	66155	ubiquitin-fold modifier conjugating enzyme 1
ENSMUSG00000062980	Cped1	214642	cadherin-like and PC-esterase domain containing 1
ENSMUSG00000062981	Mrpl42	67270	mitochondrial ribosomal protein L42
ENSMUSG00000062991	Nrg1	211323	neuregulin 1
ENSMUSG00000062995	Ica1	15893	islet cell autoantigen 1
ENSMUSG00000062997	Rpl35	66489	ribosomal protein L35
ENSMUSG00000063015	Ccni	12453	cyclin I
ENSMUSG00000063019	Manbal	69161	mannosidase, beta A, lysosomal-like
ENSMUSG00000063047	Zfp780b	338354	zinc finger protein 780B
ENSMUSG00000063049	Ing2	69260	inhibitor of growth family, member 2
ENSMUSG00000063052	Lrrc40	67144	leucine rich repeat containing 40
ENSMUSG00000063060	Sox7	20680	SRY (sex determining region Y)-box 7
ENSMUSG00000063063	Ctnna2	12386	catenin (cadherin associated protein), alpha 2
ENSMUSG00000063065	Mapk3	26417	mitogen-activated protein kinase 3
ENSMUSG00000063077	Kif1b	16561	kinesin family member 1B
ENSMUSG00000063087	Gm10125	791318	predicted gene 10125
ENSMUSG00000063108	Zfp26	22688	zinc finger protein 26
ENSMUSG00000063142	Kcnma1	16531	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
ENSMUSG00000063145	Bbs5	72569	Bardet-Biedl syndrome 5 (human)
ENSMUSG00000063146	Clip2	269713	CAP-GLY domain containing linker protein 2
ENSMUSG00000063160	Numbl	18223	numb-like
ENSMUSG00000063171	Rps4l	66184	ribosomal protein S4-like
ENSMUSG00000063172	Hspb11	72938	heat shock protein family B (small), member 11
ENSMUSG00000063179	Pstk	214580	phosphoseryl-tRNA kinase
ENSMUSG00000063200	Nol7	70078	nucleolar protein 7
ENSMUSG00000063229	Ldha	16828	lactate dehydrogenase A
ENSMUSG00000063236	1110038F14Rik	117171	RIKEN cDNA 1110038F14 gene
ENSMUSG00000063239	Grm4	268934	glutamate receptor, metabotropic 4
ENSMUSG00000063253	Scoc	56367	short coiled-coil protein
ENSMUSG00000063260	Syt10	54526	synaptotagmin X
ENSMUSG00000063268	Parp10	671535	poly (ADP-ribose) polymerase family, member 10
ENSMUSG00000063273	Naa15	74838	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
ENSMUSG00000063275	Hacd1	30963	3-hydroxyacyl-CoA dehydratase 1
ENSMUSG00000063281	Zfp35	22694	zinc finger protein 35
ENSMUSG00000063296	Tmem117	320709	transmembrane protein 117
ENSMUSG00000063297	Luzp2	233271	leucine zipper protein 2
ENSMUSG00000063316	Rpl27	19942	ribosomal protein L27
ENSMUSG00000063317	Usp31	76179	ubiquitin specific peptidase 31
ENSMUSG00000063320	1190007I07Rik	544717	RIKEN cDNA 1190007I07 gene
ENSMUSG00000063334	Krr1	52705	KRR1, small subunit (SSU) processome component, homolog (yeast)
ENSMUSG00000063354	Slc39a4	72027	solute carrier family 39 (zinc transporter), member 4
ENSMUSG00000063358	Mapk1	26413	mitogen-activated protein kinase 1
ENSMUSG00000063362	Alg11	207958	asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)
ENSMUSG00000063364	3300002I08Rik	69277	RIKEN cDNA 3300002I08 gene
ENSMUSG00000063382	Bcl9l	80288	B cell CLL/lymphoma 9-like
ENSMUSG00000063383	Zfp947	210853	zinc finger protein 947
ENSMUSG00000063406	Tmed5	73130	transmembrane p24 trafficking protein 5
ENSMUSG00000063409	Lrrc43	381741	leucine rich repeat containing 43
ENSMUSG00000063410	Stk24	223255	serine/threonine kinase 24
ENSMUSG00000063415	Cyp26b1	232174	cytochrome P450, family 26, subfamily b, polypeptide 1
ENSMUSG00000063428	Ddo	70503	D-aspartate oxidase
ENSMUSG00000063430	Wscd2	320916	WSC domain containing 2
ENSMUSG00000063434	Sorcs3	66673	sortilin-related VPS10 domain containing receptor 3
ENSMUSG00000063439	B9d2	232987	B9 protein domain 2
ENSMUSG00000063445	Nmral1	67824	NmrA-like family domain containing 1
ENSMUSG00000063446	Plppr1	272031	phospholipid phosphatase related 1
ENSMUSG00000063450	Syne2	319565	spectrin repeat containing, nuclear envelope 2
ENSMUSG00000063455	D630045J12Rik	330286	RIKEN cDNA D630045J12 gene
ENSMUSG00000063457	Rps15	20054	ribosomal protein S15
ENSMUSG00000063480	Snu13	20826	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)
ENSMUSG00000063488	Zkscan7	382118	zinc finger with KRAB and SCAN domains 7
ENSMUSG00000063506	Arhgap22	239027	Rho GTPase activating protein 22
ENSMUSG00000063511	Snrnp70	20637	small nuclear ribonucleoprotein 70 (U1)
ENSMUSG00000063524	Eno1	13806	enolase 1, alpha non-neuron
ENSMUSG00000063531	Sema3e	20349	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E
ENSMUSG00000063535	Zfp773	76373	zinc finger protein 773
ENSMUSG00000063550	Nup98	269966	nucleoporin 98
ENSMUSG00000063558	Aox1	11761	aldehyde oxidase 1
